,precip,solar,air,vapor,tem_output
25,4.3,146.9,22.6,22,0.03
26,5,283.5,25.8,19.2,0.04
27,11.1,235.1,18.9,15.8,0.103
28,1,218.9,14.7,10.9,0.088
29,9.3,158,15.7,14.7,0.124
30,4.7,233.1,15.6,12,0.115
31,2.8,319.4,13.3,9.4,0.105
32,2.3,83.9,12.8,11.8,0.105
33,0.4,257.5,17,15.3,0.096
34,7.6,206.8,18.1,17,0.121
39,0.1,297.4,13,8.3,0.101
40,0,331.4,15.8,9.4,0.089
41,1.5,155.8,14,11.5,0.092
42,14.2,31.9,13.1,14.9,0.15
43,0.6,251.9,16.4,13.8,0.112
46,5.2,63.6,17.4,17.4,0.112
47,6.1,146.6,13.1,12.5,0.122
48,7.7,56.3,9.5,11.2,0.133
49,2.8,156.3,10.4,10.7,0.123
50,2.5,111.9,13.1,13.1,0.121
51,5.5,175.4,14.8,15.2,0.131
52,0.7,233.8,17,13.5,0.115
53,2.9,250,17.8,14.7,0.118
54,6.9,193.2,16.9,17.7,0.133
55,0.5,286.4,18.4,15.4,0.116
56,13.1,109.4,17.4,19.5,0.152
57,16.1,61,12.9,13.7,0.167
59,0.2,199.9,14.2,12.4,0.143
60,3.4,210.1,14.9,15.3,0.145
61,0.3,226.9,17.4,15.3,0.135
62,4.2,237.6,19.5,19.4,0.14
63,0.1,300.2,20.3,17,0.128
64,2.5,238.3,20.3,18.7,0.128
65,17.4,35.3,18.7,20.8,0.165
66,13.6,155.3,19.4,20.2,0.172
67,12.4,24.1,14.7,15.7,0.18
68,6.5,69.3,16.7,18.9,0.177
69,7.9,135.6,17.6,19.9,0.178
70,7.5,169.3,18.7,19.8,0.176
71,1.1,191.6,19.7,18.8,0.163
72,0.4,257.9,17.9,13.3,0.155
73,0,298.7,16.3,11,0.149
74,0,273.8,19.2,12.7,0.144
75,0,283.6,18.4,13.9,0.14
76,0.9,222.1,21.3,17.5,0.136
77,9.4,175.7,17.2,15.4,0.155
78,0,286.5,14.5,9.4,0.139
79,0,282,16.5,10.6,0.132
80,0.6,202.6,19.9,14.1,0.126
81,0.1,223.3,19.2,16.9,0.124
82,6.4,224.9,22,20.5,0.137
83,17.6,129.7,12,12.9,0.168
84,2.9,86.4,7.6,6.9,0.151
85,0,273.6,9,6.4,0.14
86,0.4,84.2,11.9,11.3,0.136
87,1.2,105.5,12.7,13.3,0.135
88,16.7,56.9,9.3,11.2,0.168
89,0.4,244,8,6.9,0.147
90,20.3,13,10.1,12.2,0.182
91,0.8,164.3,9.1,8,0.161
92,0.4,190.7,12.7,9.8,0.151
93,8.2,233.8,8.7,7.9,0.162
94,0,232.7,9,7.8,0.149
95,0.8,115.5,12.3,11.3,0.145
96,12.4,96.4,13.1,14.9,0.168
97,1,195.1,11.7,10.4,0.153
98,2.4,139.8,11.9,12.1,0.152
99,0.3,167.2,9.7,8.7,0.144
100,0.1,192.6,7.6,7.3,0.14
101,0,233.1,8.2,6.9,0.134
102,1.4,157.9,15.5,15.6,0.135
103,0,213.5,16.7,16.3,0.131
104,0,215.2,18.9,17.1,0.126
105,0,214,18.4,14.8,0.12
106,0.2,155.1,18.6,17.7,0.119
107,3.8,85.5,19.5,21.6,0.129
108,8.2,106,15.2,15.2,0.143
109,1,145.1,12.4,11.2,0.129
110,0,201.7,15.1,12.8,0.123
111,0,151.1,16.4,12.3,0.117
112,8,65.1,13.2,13.4,0.139
113,0.1,145.6,8.6,8.1,0.124
114,0,155.6,10.9,9.4,0.119
115,10.9,35.2,13.2,14.8,0.149
116,4.9,89,11.7,11.1,0.142
117,14.3,90.7,9.4,10,0.164
118,0.1,119.9,7.8,6.6,0.145
119,8.8,34.2,12.2,12.9,0.159
120,38.8,20.3,8.5,11,0.212
121,3.2,29.6,6.4,9.5,0.192
122,2.9,101.3,4.6,7.2,0.178
123,7.3,97.3,1.6,6.5,0.178
124,0.6,119,1.2,5.2,0.165
125,0.4,108.3,1.9,5.4,0.158
126,10.6,9.5,3.8,7.8,0.173
127,4.2,80.4,2.5,7.2,0.167
128,3.6,66.4,1.2,5.6,0.163
129,2.8,26.4,3.1,6.7,0.159
130,1.4,21.9,4.7,8.2,0.154
131,0,155.2,1.2,5.5,0.148
132,0,144.2,12.1,12.2,0.144
133,0,146.8,13.5,13.7,0.14
134,1.1,130.2,12.1,12.1,0.138
135,0.5,88.2,7.8,7.1,0.133
136,2.8,41.8,6.4,9.1,0.139
137,47.4,3.8,5.2,8.6,0.218
138,9.9,60.1,-0.1,5.3,0.203
139,1.1,53.9,0.2,4.9,0.18
140,0.3,93.5,-1.6,3.7,0.167
141,0.1,115.6,-2.7,3.3,0.158
142,0.5,107.7,-2.6,3.3,0.152
143,0,128.9,-2.9,2.9,0.146
144,0.4,83.6,-2.5,3.5,0.143
145,0.4,82.6,-1.5,3.7,0.139
146,1.3,90.4,-1.4,4,0.136
147,5.9,21.7,1.7,5.9,0.153
148,5.4,17.1,2.7,7.4,0.154
149,1.7,46.3,0.5,6.1,0.152
150,0.8,81.5,-1.9,4.4,0.145
151,10,13.9,1,6.4,0.167
152,5,34.6,-0.5,5.4,0.162
153,5,6.2,-0.1,5.5,0.162
154,4.3,37.6,0.3,6,0.162
155,0,74.2,-3.3,3,0.152
156,0.4,47.7,-3.2,3.2,0.146
157,0,63.7,-4.7,2.3,0.141
158,10.2,5.8,-1.9,5.1,0.14
159,0.8,54.8,-3.7,3.8,0.138
160,3.1,58.7,-3.5,3.7,0.135
161,0.7,77.2,-9,1.9,0.133
162,0.4,37.8,-6.7,2.4,0.133
163,2.3,55,-1.9,4.7,0.131
164,3.2,21.1,-0.2,5.4,0.137
165,2.2,24.5,0.2,5.9,0.139
166,13.7,6,-1.9,4.8,0.134
167,5.4,17.2,-6.2,2.9,0.131
168,0.4,62.2,-6.2,3,0.13
169,0,80.3,-9.1,2.6,0.129
170,0.2,39.5,-2,5.1,0.129
171,0.1,48.4,0.1,5.1,0.128
172,22.1,2.2,5.5,8.9,0.195
173,9.3,42.6,-0.7,5.6,0.185
174,0.2,27.4,0.1,5,0.17
175,0,69.4,-5.5,2.7,0.159
176,1.4,12.7,-0.7,3.9,0.154
177,1.4,30.5,5.5,7.9,0.177
178,4.7,44.4,-4.4,3,0.16
179,0.1,43.4,-1.2,3.9,0.152
180,0.5,51.4,-3.1,3.9,0.148
181,1.2,26.1,-2.5,4.5,0.144
182,21.7,4.4,-5.8,3.3,0.141
183,1,24,-5.5,3.2,0.139
184,1.6,19.5,-7.9,2.5,0.138
185,0.2,42.3,-12.3,1.5,0.137
186,0.5,40.6,-9.5,2.1,0.135
187,0.2,54.2,-13.5,1.5,0.134
188,0,62.7,-16.8,1.2,0.133
189,0,53.8,-16.1,1.1,0.133
190,0,61.8,-11.7,1.1,0.132
191,0,59.4,-13.7,1.3,0.131
192,0,51.2,-10.8,2,0.13
193,5,22.8,-8.9,2.7,0.13
194,16.8,1.5,1.7,6.5,0.174
195,5.2,28.3,-13.1,1.8,0.153
196,0.2,56.7,-19.9,1,0.148
197,0,55.3,-14,1.5,0.144
198,3.3,9,-9.8,2.5,0.142
199,0.4,31,-9.4,2.4,0.139
200,8.4,7.4,0.3,5.9,0.157
201,12.4,4,-5.9,3.3,0.145
202,1.3,32.4,-10.6,2.1,0.142
203,0.3,38.9,-16.4,1.4,0.14
204,1.2,40.9,-16.6,1.5,0.138
205,3.2,6.2,-9.1,3.1,0.136
206,1.6,12.9,-3.3,4.6,0.135
207,4,3.5,-2.1,4.9,0.133
208,4.1,4.3,-0.4,5.6,0.141
209,0.7,40.8,-5,3.5,0.134
210,0,54.5,-11,2.3,0.133
211,0,38.7,-1.4,3.5,0.129
212,0.5,17.4,2.3,6.3,0.144
213,8.8,3,-4.4,4.1,0.135
214,1.7,38.6,-13.5,1.8,0.134
215,0.5,47,-15.7,1.5,0.132
216,0.4,24.2,-15.3,1.5,0.131
217,4.2,8.2,-5.2,3.8,0.13
218,0.9,39.5,-11.4,2.2,0.129
219,0.2,43,-20.9,0.9,0.128
220,2.8,14.3,-19.8,1,0.128
221,0.2,49.7,-27.1,0.5,0.127
222,0.1,55.3,-30.6,0.4,0.126
223,0,63.3,-28.4,0.5,0.126
224,0,68.1,-29.9,0.4,0.125
225,0.5,39.4,-25.7,0.6,0.125
226,0,63.9,-28.2,0.5,0.124
227,1.4,47.8,-26.6,0.5,0.124
228,0,70.5,-32,0.3,0.123
229,1.1,30.1,-30.5,0.4,0.123
230,1.6,36.3,-13.3,1.6,0.122
231,0.2,60.2,-16.2,1.4,0.122
232,2.4,23.1,-14,1.7,0.121
233,2.2,27,-9.3,2.4,0.121
234,0.4,41.5,-15.6,1.4,0.121
235,0.1,76.9,-20.3,1,0.12
236,2,23.9,-15.1,1.5,0.12
237,1.2,52.4,-22.7,0.7,0.12
238,0.1,76.7,-30,0.4,0.119
239,0.1,81.6,-30.2,0.4,0.119
240,0,89.3,-32,0.3,0.119
241,0,81.9,-26,0.5,0.118
242,0.2,53.4,-18.8,1.1,0.118
243,1.3,41.1,-16.5,1.3,0.118
244,3.5,27,-14.1,1.6,0.117
245,1.7,66.6,-9.8,2.4,0.117
246,0.7,59.1,-5.6,3.5,0.117
247,0.1,75.8,-9.9,2.6,0.117
248,0.1,74,-6.1,2.8,0.116
249,6.6,32.3,-10.5,2.7,0.116
250,0.3,91.1,-15.2,1.4,0.116
251,0.5,52.3,-17.4,1.2,0.115
252,3.1,36.6,-15.7,1.4,0.115
253,0.3,101.5,-18.5,1.2,0.115
254,2.5,34.8,-6.2,3.3,0.115
255,2.7,48.8,-6.4,3.3,0.113
256,0.4,86.5,-15.8,1.4,0.114
257,0.5,85.1,-16.4,1.1,0.114
258,4.5,35.3,-9.9,2.3,0.113
259,0.9,120.7,-27.4,0.5,0.113
260,0.1,109,-26.5,0.5,0.113
261,0.1,129.9,-26.1,0.5,0.113
262,0.2,69.3,-15.8,1.2,0.112
263,0.4,95.1,-10,2.2,0.112
264,0.2,99.5,-9.3,2.6,0.112
265,0.1,129.8,-11.6,2,0.112
266,3.4,19,-7.3,2.8,0.112
267,5.1,35.9,-9.3,2.6,0.111
268,0.1,141.1,-16.6,1.3,0.111
269,0,147.9,-16.4,1.3,0.111
270,0,133.1,-13.2,1.6,0.111
271,0,152.5,-17.6,1.1,0.111
272,0,144.3,-14.5,1.3,0.11
273,0.2,107.2,-6.5,2.8,0.11
274,1.9,28.8,-4.9,4.1,0.11
275,0.3,92.1,-2.5,4.5,0.108
276,6.9,23.8,1.6,6.5,0.143
277,0.5,146.9,-8.1,2.4,0.122
278,1.9,102.1,-7.5,2.6,0.121
279,3.5,85.4,-12.9,1.9,0.119
280,5.1,44.5,-7.3,2.7,0.118
281,0,178,-13.2,1.8,0.117
282,0,177.6,-14.2,1.7,0.117
283,0,175.3,-11.2,2,0.116
284,0,165.7,-4.2,2.6,0.115
285,0,131.2,-2,3.9,0.112
286,0.2,101.7,-8.3,2.8,0.112
287,0.8,178.4,-14.9,1.2,0.112
288,0.7,81.3,-12.1,1.6,0.112
289,5,88,-7.7,3,0.112
290,0,209.5,-19.4,0.8,0.111
291,0,211.6,-16.6,1,0.111
292,0,213.4,-14.3,1.3,0.111
293,0,201.7,-9.8,2.1,0.11
294,8.4,37,-3.1,4,0.108
295,3.2,93.7,-9.3,2.7,0.109
296,0.2,202.1,-20,0.8,0.109
297,1.1,147.1,-13.3,1.7,0.109
298,0,224.4,-9.2,1.9,0.109
299,4.4,29.7,1.2,6,0.131
300,13.2,8.9,2.7,7,0.168
301,0.1,236.2,-4.3,2.7,0.141
302,0,235.4,-0.4,3.3,0.134
303,0,222,4.4,4.3,0.156
304,0.6,74.6,2.1,6.8,0.155
305,0.5,178.7,-3.6,2.9,0.143
306,0,252.4,-3.2,3.3,0.138
307,0,237.3,0.3,4.8,0.137
308,2.1,122.4,0.1,5.5,0.139
309,3.7,94.7,-7.2,2.4,0.132
310,0.2,213.3,-9.6,1.5,0.131
311,0,251.3,-5.9,2.5,0.129
312,0,218.4,-2.7,2.7,0.124
313,0.2,164.4,-4.5,2.6,0.121
314,2.6,103,-6.9,2.4,0.12
315,0.9,151.3,-4.1,2.9,0.117
316,0.7,193.7,-2.4,3.3,0.115
317,0.1,252.8,-1.7,2.7,0.111
318,0.8,156.1,-1.3,4.1,0.11
319,0.4,257.8,-1.6,3.7,0.108
320,0,288.5,-4.5,2.2,0.105
321,0,268.1,3,2.6,0.129
322,0,217.9,4.3,5.4,0.147
323,0,276.3,-0.1,3.3,0.127
324,43.8,22.3,3.9,8,0.218
325,0.4,297.2,-0.4,2.7,0.194
326,12.3,106.8,4.8,6.6,0.22
327,7.5,162.3,-1.4,3.6,0.195
328,0,299.4,-1.5,1.8,0.174
329,1.2,301.9,-6.1,1.5,0.165
330,0,247.9,-1.9,1.7,0.157
331,5.8,64.9,1.8,6.5,0.173
332,3.1,144.5,0.6,4.9,0.168
333,0,321.9,-3.1,2.3,0.156
334,9.3,189.7,5.6,7.6,0.191
335,0.7,118.3,0.3,4.8,0.171
336,14.9,17.5,1.8,6.8,0.193
337,19.4,23.5,-0.2,5.4,0.2
338,8.1,73,-0.5,5,0.188
339,0,292.5,-0.5,3.7,0.17
340,0,294.8,3.5,5.3,0.177
341,5,45.4,4.7,7.9,0.19
342,1.5,296,-2.7,2.6,0.169
343,0,270.6,1.8,2.9,0.168
344,0.1,331.3,2.2,2.9,0.167
345,7.2,168,7.3,7.8,0.198
346,1.1,331,3.3,4.3,0.188
347,0,79.6,2.5,2.9,0.179
348,8.2,59.2,3.8,7.4,0.193
349,19.5,36.3,11.4,13.4,0.233
350,6.6,229.9,2,5.3,0.207
351,0,312.4,4.9,4.5,0.197
352,0.1,179.7,9.8,7.1,0.207
353,11,252.4,9.1,7.7,0.22
354,0,337.6,9.5,5.7,0.215
355,8.6,142,11.5,10.7,0.216
356,0.3,345.3,3.1,3.5,0.182
357,0,333.2,5,4.7,0.167
358,0,359,4.1,4.1,0.157
359,0,257.4,6,4.5,0.149
360,0,324.5,9.9,6.9,0.142
361,6.1,102.3,9.1,11.2,0.154
362,0.8,274.1,11.8,8.2,0.141
363,3.7,249.8,5.4,5.8,0.144
364,0.5,246.8,3.5,4.5,0.136
365,0,362.2,6.1,4.8,0.13
366,0,338.1,9.8,6.7,0.125
367,2.9,201.9,9.3,9.5,0.132
368,2,163.1,8.5,9,0.13
369,2.1,152.9,7.6,9.1,0.131
370,0,360.9,8.6,6,0.122
371,0,320.3,14.5,7.2,0.113
372,3.2,167.5,13.8,11.9,0.123
373,5.6,251.9,11.6,10.8,0.132
374,10.1,106.4,18.4,18.9,0.149
375,3.6,272.2,7.4,6.5,0.139
376,0,357.8,5.9,4.7,0.128
377,0,353.9,7.3,5.6,0.123
378,0,362.7,12,7.4,0.116
379,0,329,18.1,10.2,0.107
380,14.7,75,15.8,16.3,0.153
381,6.9,179.2,11.9,11.6,0.146
382,0.5,290.9,10.5,8.2,0.132
383,0.6,266.4,14.1,11.2,0.126
384,0,229.7,14.8,10.8,0.12
385,4.2,135.6,8,8.4,0.13
386,1.4,206.7,10.4,9,0.123
387,5.2,132.5,12.7,13.2,0.134
388,8.2,168.9,13.1,14.4,0.146
389,3.1,228.3,14.4,11.5,0.137
390,16.6,102.7,12.9,13.5,0.167
391,2.2,259.6,11.1,7.5,0.149
392,2.1,122,10.7,9.8,0.145
393,8,137.1,9,9.1,0.155
394,1.5,246.6,11.1,9.9,0.144
395,10.2,160.1,12.3,13.2,0.161
396,0.8,228.9,14,11.4,0.144
397,13.3,131.5,13.5,14.8,0.168
398,6.2,153.4,14.8,14.5,0.163
399,0,331.2,17.2,10.8,0.147
400,0,262.7,20,13.3,0.137
401,22.9,35.9,15.8,15.9,0.181
402,0,339.9,14.5,9.4,0.156
403,2.1,218.6,15.4,13.5,0.151
404,2.7,76.5,14.6,13.7,0.149
405,4.7,104.3,14.8,14.9,0.152
406,0,201.7,16.8,13.7,0.141
407,0,287.4,18.9,13.4,0.133
408,5.2,160.8,18,16.4,0.142
410,14.5,99.1,17.3,19.5,0.173
411,10.9,110,16.9,18.4,0.177
412,11.4,140.6,17.3,18.2,0.181
413,0.1,296.1,16.3,10.9,0.161
414,0,340.5,17.3,10.8,0.149
415,0,282.5,20,13.7,0.14
416,3.4,140,16.9,14,0.143
417,0,329.3,18.5,12.9,0.133
418,15.3,120.5,18.7,18.5,0.165
419,0.1,314.4,10,6.5,0.144
420,0,248.9,13.3,7.9,0.135
421,0,303.4,16.3,9.1,0.127
422,2.2,184.6,15.8,13.9,0.13
423,0.1,283.6,17.2,14.1,0.123
424,0,280.8,20.2,14.2,0.116
425,0,304.5,22.2,14.1,0.108
426,0,253.8,22.3,14.5,0.101
427,0.6,219.1,20,16.7,0.1
428,2.1,187.5,17.1,14.3,0.106
429,0.9,244.7,18.7,14.2,0.1
430,5.5,225.6,15.5,12.2,0.117
431,0.2,133.7,10.3,9.7,0.107
432,0.7,90.2,8.3,8.5,0.104
433,1,94.5,10.4,10.3,0.104
434,0.2,187.1,12.7,9.8,0.098
435,0.9,183,14.5,11,0.095
436,0.5,231.1,16.8,14.2,0.092
437,9.8,104,15.8,17.7,0.133
438,9.8,164.3,16.1,17,0.142
439,4.6,181.9,14.3,13.4,0.133
440,0.7,183.8,14,12.2,0.122
441,7.3,274.5,11.9,8.9,0.136
442,0,191.4,14.9,10.5,0.12
443,0.5,239.5,16.3,11.5,0.113
444,0,192.2,17.2,11.6,0.106
445,4.4,142,16,13.9,0.119
446,5.8,204.7,14.1,11.9,0.127
447,2.4,191.2,12.3,8.2,0.117
448,0.2,136.5,10.4,7.6,0.109
449,3.9,207.3,11.1,10.6,0.12
450,15,125.7,10.6,10.2,0.154
451,0,257,9.1,8.5,0.128
452,0,240.2,14.3,10,0.12
453,8.2,51,19.4,21.8,0.142
454,12.5,108,19.2,21.7,0.158
455,5.2,127.9,15.5,14.6,0.152
456,5,32.3,9.1,9.7,0.152
457,0.5,131.6,12.1,11.8,0.142
458,3.3,137.3,13,13.9,0.144
459,1.9,147.2,7.1,7.5,0.139
460,0,229.2,7.5,6.8,0.131
461,29.2,38.4,11.3,13.2,0.187
462,0.2,228,9.6,8.6,0.162
463,0.2,150.7,14.1,10.9,0.151
464,0.8,107.2,18.2,17.5,0.145
465,2,110.3,17,14.4,0.142
466,0,229.6,8,7.3,0.136
467,0.1,143.2,8.9,7.6,0.131
468,0,226.6,10.5,8.7,0.126
469,0.1,215.6,15,10.4,0.12
470,4.5,81,8.1,9.1,0.132
471,0,212.7,7,6.4,0.122
472,0,206.3,15.4,11.7,0.116
473,3.2,135.3,18.7,18.7,0.124
474,7.2,163.3,17.4,18.9,0.139
475,2.4,72.9,7.8,7.7,0.13
476,0.6,76.4,6,6.4,0.123
477,0,206.5,5.5,6.5,0.119
478,0.5,28,7.3,8.7,0.118
479,0.2,38.1,12,13,0.117
480,1.1,70.8,13.2,12.8,0.116
481,0,186.6,9.8,10.3,0.113
482,0,181.8,17.6,15.7,0.109
483,0.4,70.8,12.9,11.1,0.106
484,0.4,130.7,10.3,9.5,0.104
485,4.4,64.3,12.5,12.8,0.119
486,4.8,115.2,6.7,8.1,0.124
487,0,175.9,7.2,7.4,0.113
488,0,149.6,7.6,9.7,0.112
489,0,170.1,11.2,10.1,0.107
490,14.9,38.7,7.9,9.1,0.153
491,0,140.5,6.3,6,0.124
492,14.3,30.6,2.9,7.1,0.158
493,0.1,144.8,0.8,3.7,0.137
494,3.3,58.6,3.7,7.4,0.141
495,0,155.1,7.3,9.9,0.134
496,0.9,74.1,14.5,10.8,0.127
497,19.9,31.6,11.8,13.5,0.171
498,4.6,58.5,5.7,8,0.158
499,0,141.3,3.5,6,0.148
500,0,146.9,1.9,6.1,0.142
501,0,142.4,2.2,6.8,0.139
502,0.4,42.2,4.9,7.9,0.136
503,3.1,42.3,8,9.8,0.147
504,8.1,16.6,8.8,11,0.156
505,3.2,61.9,4.8,8.1,0.151
506,2.1,46.9,0.8,5.7,0.147
507,0.1,121.6,-2.6,3.4,0.14
508,0,123.4,-2.9,3.2,0.136
509,0,128.2,-2.3,4.1,0.133
510,0,123.5,-1.2,5.3,0.131
511,0,122.3,1.5,5.9,0.132
512,0,120.7,2,6.3,0.129
513,0,115,1.5,6.4,0.131
514,0.9,29.4,3.9,7.6,0.128
515,0.5,76.1,-0.4,4.8,0.125
516,0.1,90.8,-2.9,3.8,0.123
517,0,109.3,-1.9,4.6,0.122
518,6.6,32.6,4.7,7.5,0.153
519,7.4,6.9,5.9,9.2,0.154
520,0.5,65,-1.1,5,0.142
521,6.1,15.1,-0.6,5.4,0.151
522,2.7,67,-3,4.2,0.142
523,0.1,29.1,-0.1,4.2,0.137
524,9.2,10.4,-1.5,5.1,0.135
525,4.9,15.7,-4.4,3.8,0.132
526,2.6,26.7,-4.7,4,0.131
527,2.3,60.7,-5.9,3.4,0.129
528,1.2,72.9,-8.8,2.7,0.128
529,7.5,7,-4.1,3.9,0.126
530,6.4,56.7,-7.9,2.9,0.125
531,1,60.9,-9,2.7,0.125
532,0.1,76.6,-12.5,2,0.124
533,0,77.9,-3.3,4.2,0.123
534,0,53,-4.1,4.1,0.122
535,0,54.2,-2.7,4.8,0.122
536,0.5,22.4,1.7,6.6,0.134
537,1.2,16,2.2,7,0.143
538,1.1,23.1,-1.1,5.1,0.133
539,0.2,58.8,-3.9,4,0.13
540,4.6,8,-0.1,5.6,0.139
541,1.1,53.1,-4.5,4,0.132
542,0.3,26.7,0.1,5.3,0.13
543,1.9,46.2,-3.9,3.7,0.127
544,9.1,7.8,-7,3,0.126
545,1.5,30.1,-7.7,2.6,0.125
546,0.8,65.4,-10.1,2.3,0.125
547,10.3,5.5,2.7,6,0.163
548,1.7,45.7,-6.4,3,0.143
549,1.3,24.6,-0.4,4.3,0.139
550,2.2,13,-5,3.9,0.136
551,0.3,50.6,-16.4,1.4,0.134
552,0.1,60.4,-21.2,0.9,0.132
553,5.4,7.8,-7.1,3.1,0.131
554,1.4,56.2,-20.4,0.9,0.129
555,0.1,57,-20.4,1,0.128
556,0.4,40.9,-16.2,1.3,0.127
557,15.2,6.9,-7.8,2.8,0.126
558,0.3,24.9,-8.5,2.8,0.126
559,0.5,33,-7.2,3.4,0.125
560,1.4,14.9,-8.6,2.5,0.124
561,0.1,49,-12.9,2,0.124
562,0.3,27.6,-15.4,1.5,0.123
563,0.7,30.3,-15.2,1.5,0.122
564,0.1,39.8,-14.4,1.7,0.122
565,3,8.8,-3.2,4,0.121
566,3.7,44.9,-17.2,1.3,0.121
567,2.2,13.9,-12.3,1.8,0.121
568,5.9,14.8,-20.8,0.9,0.12
569,0.1,56.7,-29.2,0.4,0.12
570,2.8,13,-25.2,0.6,0.119
571,1.3,33.9,-16.5,1.7,0.119
572,17.5,5.6,-9.7,2.6,0.119
573,1.6,40.1,-22.7,0.7,0.118
574,0,59.6,-30.8,0.3,0.118
575,0,59.5,-34.4,0.2,0.118
576,0,60.1,-31.9,0.3,0.117
577,2.3,14.2,-15.6,1.7,0.117
578,2.5,52.2,-16,1.4,0.117
579,0,55.8,-16.6,1.4,0.116
580,13.2,5.4,-1.1,5.5,0.116
581,4.2,55.2,-18.8,1.1,0.115
582,3.3,14,-21.3,0.9,0.115
583,1,41.7,-14.5,1.6,0.115
